genome_id,record_id,products,start,end,core_start,core_end,knowncluster_hits,func_transport,func_regulatory,func_biosynthetic,func_biosynthetic_additional,func_other,Host,Genome type,Quality level,Completeness,Contamination,Quality score,Phylum (gtdb),Class (gtdb),Order (gtdb),Family (gtdb),Genus (gtdb),Species (gtdb),Root compartment,is_novel,score_novelty,score_product,score_quality,score_function,priority_score,rank_global,rank_in_host
CRBC_G4333,CRBC_G4333_6_length_480796_cov_79.750110,T3PKS;RiPP-like,138128,179259,158128,159259,0,8,5,0,8,0,Wheat,Isolate,High-quality,99.36507937,0.0,99.3651,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,ORNL1,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,44
CRBC_G4157,CRBC_G4157_7_length_236418_cov_95.428267,RiPP-like;NRPS,160705,212346,165705,166623,0,3,2,0,12,2,Wheat,Isolate,High-quality,99.98582766,0.297619048,98.4977,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,44
CRBC_G4447,CRBC_G4447_2_length_882514_cov_142.854279,acyl_amino_acids;RiPP-like,212111,272939,242111,242939,0,3,7,0,8,2,Wheat,Isolate,High-quality,99.76325758,0.401069519,97.7579,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,44
CRBC_G3264,CRBC_G3264_1_length_685992_cov_76.853161,RiPP-like;NRPS,605041,655937,610041,610959,0,3,1,0,11,2,Wheat,Isolate,High-quality,100.0,0.396825397,98.0159,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,44
CRBC_G4079,CRBC_G4079_19_length_92133_cov_70.480143,LAP;RiPP-like;NRPS,28042,92133,38042,41572,0,2,0,0,19,2,Wheat,Isolate,High-quality,98.56828194,3.739697437,79.8698,Firmicutes,Bacilli,Bacillales,Bacillaceae,Metabacillus,Metabacillus halosaccharovorans,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,44
CRBC_G4395,CRBC_G4395_6_length_329565_cov_83.541892,acyl_amino_acids;RiPP-like,51097,111925,81097,81925,0,3,7,0,8,2,Wheat,Isolate,High-quality,99.81060606,0.401069519,97.8053,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,44
CRBC_G1070,CRBC_G1070_15_length_187672_cov_79.686335,NRPS;RiPP-like,26034,77672,46034,52472,0,3,2,0,13,2,Maize,Isolate,High-quality,99.56597222,0.297619048,98.0779,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,33
CRBC_G1723,CRBC_G1723_2_length_1082768_cov_94.880360,NRPS;ranthipeptide;RiPP-like,314050,444066,333808,352147,0,2,10,0,15,1,Maize,Isolate,High-quality,99.74842767,1.578616352,91.8553,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia rhizosphaerihabitans,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,33
CRBC_G1216,CRBC_G1216_2_length_1064640_cov_112.147611,NRPS;ranthipeptide;RiPP-like,804983,939206,823987,841837,0,2,10,0,14,1,Maize,Isolate,High-quality,99.55974843,1.106918239,94.0252,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia asteroides,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,33
CRBC_G1087,CRBC_G1087_2_length_1159482_cov_58.943537,NRPS;RiPP-like,390827,462065,410262,440317,0,2,6,0,13,1,Maize,Isolate,High-quality,99.51456311,3.782940361,80.5999,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Actinosynnema,Actinosynnema sp000716595,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,33
CRBC_G1449,CRBC_G1449_2_length_2347402_cov_135.626807,NRPS;RiPP-like,614653,665636,634653,641097,0,3,2,0,11,2,Maize,Isolate,High-quality,99.70238095,1.240079365,93.502,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,33
CRBC_G1448,CRBC_G1448_2_length_1940735_cov_64.265745,NRPS;RiPP-like,614653,665636,634653,641097,0,3,2,0,11,2,Maize,Isolate,High-quality,100.0,1.240079365,93.7996,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,33
CRBC_G1331,CRBC_G1331_2_length_1079913_cov_57.626429,NRPS;ranthipeptide;RiPP-like,314022,444160,334007,352241,0,2,10,0,15,1,Maize,Isolate,High-quality,99.74842767,1.106918239,94.2138,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia rhizosphaerihabitans,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,33
CRBC_G1234,CRBC_G1234_3_length_564479_cov_95.369433,NRPS;ranthipeptide;RiPP-like,317731,447747,337489,355828,0,2,10,0,15,1,Maize,Isolate,High-quality,99.74842767,1.106918239,94.2138,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia rhizosphaerihabitans,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,33
CRBC_G1573,CRBC_G1573_8_length_454564_cov_146.241890,NRPS;RiPP-like,32947,85094,52947,59391,0,3,2,0,13,2,Maize,Isolate,High-quality,99.68820862,0.148809524,98.9442,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium diversitatis,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,33
CRBC_G0464,CRBC_G0464_2_length_637161_cov_103.379612,acyl_amino_acids;RiPP-like,346147,406975,376147,376975,0,3,7,0,8,2,Alfalfa,Isolate,High-quality,99.74747475,0.401069519,97.7421,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,35
CRBC_G0139,CRBC_G0139_6_length_513161_cov_101.210679,NRPS;ranthipeptide;RiPP-like,318125,448033,337883,356114,0,2,10,0,15,1,Alfalfa,Isolate,High-quality,99.74842767,1.48427673,92.327,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia rhizosphaerihabitans,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,35
CRBC_G0069,CRBC_G0069_10_length_244644_cov_103.204063,acyl_amino_acids;RiPP-like,101140,161911,131140,131911,0,5,6,0,8,2,Alfalfa,Isolate,High-quality,100.0,1.348039216,93.2598,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,35
CRBC_G0067,CRBC_G0067_2_length_552009_cov_107.694086,acyl_amino_acids;RiPP-like,245482,306253,275482,276253,0,5,6,0,8,3,Alfalfa,Isolate,High-quality,100.0,1.515151515,92.4242,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,35
CRBC_G0331,CRBC_G0331_3_length_366885_cov_153.753928,acyl_amino_acids;RiPP-like,187793,248621,217793,218621,0,3,7,0,8,2,Alfalfa,Isolate,High-quality,99.76325758,0.779857398,95.864,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,35
CRBC_G3573,CRBC_G3573_10_length_278062_cov_42.632279,LAP;thiopeptide;RiPP-like,109701,151614,119701,123282,0,7,4,0,2,1,Wheat,Isolate,High-quality,99.7311828,4.586152973,76.8004,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_C,Paenibacillus_C sp012935325,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,44
CRBC_G4233,CRBC_G4233_3_length_640941_cov_99.926861,acyl_amino_acids;RiPP-like,227994,288822,257994,258822,0,3,7,0,8,2,Wheat,Isolate,High-quality,99.81060606,0.495766488,97.3318,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,44
CRBC_G3542,CRBC_G3542_2_length_851189_cov_88.993378,acyl_amino_acids;RiPP-like,440713,501541,470713,471541,0,3,7,0,8,2,Wheat,Isolate,High-quality,99.81060606,0.401069519,97.8053,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,44
CRBC_G3537,CRBC_G3537_4_length_445094_cov_81.570935,acyl_amino_acids;RiPP-like,203182,264010,233182,234010,0,4,7,0,7,2,Wheat,Isolate,High-quality,99.74747475,0.779857398,95.8482,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,44
CRBC_G3742,CRBC_G3742_13_length_158776_cov_95.975671,NRPS-like;RiPP-like,114043,156785,134043,136785,0,2,7,0,4,0,Wheat,Isolate,High-quality,99.85869719,1.100395648,94.3567,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Ensifer adhaerens_B,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,44
CRBC_G3507,CRBC_G3507_9_length_279345_cov_69.267152,thiopeptide;LAP;RiPP-like,126448,168361,136448,156724,0,7,4,0,2,1,Wheat,Isolate,High-quality,99.7311828,0.358422939,97.9391,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_C,Paenibacillus_C sp012935325,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,44
CRBC_G3521,CRBC_G3521_5_length_590903_cov_59.234930,NRPS;ranthipeptide;RiPP-like,321750,451993,341735,360074,0,2,10,0,15,1,Wheat,Isolate,High-quality,99.74842767,1.48427673,92.327,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia rhizosphaerihabitans,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,44
CRBC_G0138,CRBC_G0138_2_length_1079701_cov_120.065653,NRPS;ranthipeptide;RiPP-like,313979,443638,333381,351720,0,2,10,0,15,1,Alfalfa,Isolate,High-quality,99.74842767,1.106918239,94.2138,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia rhizosphaerihabitans,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,35
CRBC_G0404,CRBC_G0404_4_length_491929_cov_161.372791,acyl_amino_acids;RiPP-like,40533,101361,70533,71361,0,3,7,0,8,2,Alfalfa,Isolate,High-quality,99.74747475,0.401069519,97.7421,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,35
CRBC_G0068,CRBC_G0068_6_length_387207_cov_82.970891,acyl_amino_acids;RiPP-like,243703,304474,273703,274474,0,5,6,0,8,2,Alfalfa,Isolate,High-quality,100.0,1.348039216,93.2598,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,35
CRBC_G0336,CRBC_G0336_1_length_1384958_cov_126.499493,acyl_amino_acids;RiPP-like,244503,305322,274503,275322,0,6,6,0,7,2,Alfalfa,Isolate,High-quality,99.17929293,0.778619529,95.2862,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,35
CRBC_G0017,CRBC_G0017_1_length_867991_cov_90.746808,acyl_amino_acids;RiPP-like,379046,439874,409046,409874,0,3,7,0,8,2,Alfalfa,Isolate,High-quality,99.70012626,0.779857398,95.8008,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,35
CRBC_G0432,CRBC_G0432_5_length_494105_cov_132.704009,thiopeptide;RiPP-like,226568,262070,236568,252070,0,3,5,0,4,0,Alfalfa,Isolate,High-quality,100.0,0.234741784,98.8263,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Variovorax,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,35
CRBC_G0015,CRBC_G0015_1_length_868273_cov_129.003155,acyl_amino_acids;RiPP-like,379328,440156,409328,410156,0,3,7,0,8,2,Alfalfa,Isolate,High-quality,99.70012626,0.779857398,95.8008,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,35
CRBC_G0006,CRBC_G0006_1_length_522305_cov_120.868318,thiopeptide;RiPP-like,230381,265841,240381,255841,0,3,5,0,4,0,Alfalfa,Isolate,High-quality,100.0,0.234741784,98.8263,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Variovorax,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,35
CRBC_G0021,CRBC_G0021_1_length_992816_cov_85.581927,acyl_amino_acids;RiPP-like,690152,750923,720152,720923,0,6,6,0,8,2,Alfalfa,Isolate,High-quality,100.0,1.348039216,93.2598,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax,Acidovorax soli_A,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,35
CRBC_G0544,CRBC_G0544_1_length_979020_cov_90.127746,acyl_amino_acids;RiPP-like,679206,739977,709206,709977,0,6,6,0,8,2,Alfalfa,Isolate,High-quality,100.0,1.704545455,91.4773,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax,Acidovorax soli_A,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,35
CRBC_G0519,CRBC_G0519_6_length_370323_cov_110.802083,arylpolyene;RiPP-like,305370,346477,325370,326477,0,6,2,0,5,1,Alfalfa,Isolate,High-quality,100.0,0.652173913,96.7391,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium_A,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,35
CRBC_G2809,CRBC_G2809_10_length_247164_cov_100.395120,arylpolyene;RiPP-like,189379,247164,209379,222566,0,2,3,0,14,2,Rice,Isolate,High-quality,99.6105919,0.739875389,95.9112,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Hydrogenophaga,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,65
CRBC_G1851,CRBC_G1851_3_length_610834_cov_64.863638,RiPP-like;NRPS,310429,362309,315429,316347,0,3,2,0,12,2,Rice,Isolate,High-quality,100.0,1.326884921,93.3656,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,3.0,11.0,174,65
