genome_id,record_id,products,start,end,core_start,core_end,knowncluster_hits,func_transport,func_regulatory,func_biosynthetic,func_biosynthetic_additional,func_other,Host,Genome type,Quality level,Completeness,Contamination,Quality score,Phylum (gtdb),Class (gtdb),Order (gtdb),Family (gtdb),Genus (gtdb),Species (gtdb),Root compartment,is_novel,score_novelty,score_product,score_quality,score_function,priority_score,rank_global,rank_in_host
CRBC_G0338,CRBC_G0338_15_length_31447_cov_136.589392,lassopeptide;hserlactone,0,28248,7234,9576,0,4,2,0,1,0,Alfalfa,Isolate,High-quality,100.0,1.023890785,94.8805,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.4000000000000004,11.4,82,11
CRBC_G0070,CRBC_G0070_3_length_483806_cov_131.089552,hserlactone,461446,482073,471446,472073,0,4,2,0,1,0,Alfalfa,Isolate,High-quality,98.8225256,2.324611301,87.1995,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.4000000000000004,11.4,82,11
CRBC_G0071,CRBC_G0071_2_length_1500073_cov_73.358965,siderophore,78815,97738,83815,92738,0,6,0,0,2,0,Alfalfa,Isolate,High-quality,99.65659341,0.085470085,99.2292,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E frederiksbergensis,Rhizoplane and endosphere,1,3.0,2.5,3.0,2.8000000000000003,11.3,100,13
CRBC_G0493,CRBC_G0493_8_length_243140_cov_103.000502,hserlactone,169689,190349,179689,180349,0,4,1,0,2,0,Alfalfa,Isolate,High-quality,100.0,0.035310734,99.8234,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3000000000000003,11.3,100,13
CRBC_G0209,CRBC_G0209_2_length_964352_cov_162.067226,lassopeptide;hserlactone,174348,199079,184348,186660,0,2,3,0,3,0,Alfalfa,Isolate,High-quality,99.97992371,2.579803252,87.0809,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3,11.3,100,13
CRBC_G0333,CRBC_G0333_1_length_3327268_cov_146.863324,hserlactone;lassopeptide,1877368,1902099,1887368,1887986,0,2,3,0,3,0,Alfalfa,Isolate,High-quality,99.97992371,2.921100181,85.3744,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3,11.3,100,13
CRBC_G0552,CRBC_G0552_2_length_1412565_cov_131.230915,lassopeptide;hserlactone,379282,404013,389282,391594,0,2,3,0,3,0,Alfalfa,Isolate,High-quality,99.97992371,2.579803252,87.0809,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3,11.3,100,13
CRBC_G0116,CRBC_G0116_2_length_808060_cov_192.779004,lassopeptide;hserlactone,141718,166449,151718,154030,0,2,3,0,3,0,Alfalfa,Isolate,High-quality,99.97992371,2.579803252,87.0809,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3,11.3,100,13
CRBC_G0199,CRBC_G0199_8_length_223046_cov_81.714176,hserlactone,181823,202483,191823,192483,0,4,1,0,2,0,Alfalfa,Isolate,High-quality,100.0,0.035310734,99.8234,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3000000000000003,11.3,100,13
CRBC_G0558,CRBC_G0558_2_length_1412565_cov_150.148983,lassopeptide;hserlactone,379282,404013,389282,391594,0,2,3,0,3,0,Alfalfa,Isolate,High-quality,99.97992371,2.579803252,87.0809,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3,11.3,100,13
CRBC_G0310,CRBC_G0310_3_length_588792_cov_73.238576,siderophore,169868,188791,174868,183791,0,6,0,0,2,0,Alfalfa,Isolate,High-quality,99.65659341,0.085470085,99.2292,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E frederiksbergensis,Rhizoplane and endosphere,1,3.0,2.5,3.0,2.8000000000000003,11.3,100,13
CRBC_G0424,CRBC_G0424_7_length_235659_cov_149.355919,lassopeptide;hserlactone,109478,140726,119478,121922,0,2,3,0,3,0,Alfalfa,Isolate,High-quality,99.97992371,1.385264003,93.0536,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3,11.3,100,13
CRBC_G0239,CRBC_G0239_5_length_461386_cov_184.396743,lassopeptide;hserlactone,176735,201711,186735,189080,0,1,3,0,5,1,Alfalfa,Isolate,High-quality,99.63862678,0.853242321,95.3724,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3,11.3,100,13
CRBC_G0240,CRBC_G0240_5_length_461387_cov_152.120927,hserlactone;lassopeptide,259675,284651,269675,270290,0,1,3,0,5,1,Alfalfa,Isolate,High-quality,99.63862678,0.853242321,95.3724,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3,11.3,100,13
CRBC_G0370,CRBC_G0370_12_length_139234_cov_392.979088,hserlactone,44915,65704,54915,55704,0,3,2,0,2,0,Alfalfa,Isolate,High-quality,99.90272374,0.194552529,98.93,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.2,11.2,131,25
CRBC_G0616,CRBC_G0616_1_length_1015820_cov_56.763585,hserlactone,506435,527080,516435,517080,0,2,2,0,4,0,Alfalfa,Isolate,High-quality,99.95760916,1.172106825,94.0971,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pararhizobium,Pararhizobium sp001425605,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.2,11.2,131,25
CRBC_G0278,CRBC_G0278_1_length_1015820_cov_62.607988,hserlactone,488740,509385,498740,499385,0,2,2,0,4,0,Alfalfa,Isolate,High-quality,99.95760916,1.172106825,94.0971,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pararhizobium,Pararhizobium sp001425605,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.2,11.2,131,25
CRBC_G0004,CRBC_G0004_12_length_139234_cov_227.799040,hserlactone,49854,70643,59854,60643,0,3,2,0,2,0,Alfalfa,Isolate,High-quality,99.90272374,0.194552529,98.93,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.2,11.2,131,25
CRBC_G0219,CRBC_G0219_8_length_254484_cov_116.911815,hserlactone,182798,203434,192798,193434,0,3,2,0,2,0,Alfalfa,Isolate,High-quality,99.67948718,0.0,99.6795,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,Methylobacterium extorquens,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.2,11.2,131,25
CRBC_G0469,CRBC_G0469_8_length_231311_cov_87.074401,hserlactone,199139,219817,209139,209817,0,1,2,0,6,1,Alfalfa,Isolate,High-quality,100.0,0.0,100.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.2,11.2,131,25
CRBC_G0547,CRBC_G0547_1_length_1015820_cov_59.353498,hserlactone,488740,509385,498740,499385,0,2,2,0,4,0,Alfalfa,Isolate,High-quality,99.95760916,1.172106825,94.0971,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pararhizobium,Pararhizobium sp001425605,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.2,11.2,131,25
CRBC_G0414,CRBC_G0414_8_length_191654_cov_123.773543,hserlactone,109350,129926,119350,119926,0,1,4,0,3,0,Alfalfa,Isolate,High-quality,99.93206522,0.235507246,98.7545,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E fluorescens_AN,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.2,11.2,131,25
CRBC_G0320,CRBC_G0320_12_length_139234_cov_282.058236,hserlactone,106982,127771,116982,117771,0,3,2,0,2,0,Alfalfa,Isolate,High-quality,99.90272374,0.194552529,98.93,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.2,11.2,131,25
CRBC_G1573,CRBC_G1573_18_length_133558_cov_160.064474,hserlactone,112269,132941,122269,122941,0,6,2,0,0,0,Maize,Isolate,High-quality,99.68820862,0.148809524,98.9442,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium diversitatis,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G1337,CRBC_G1337_5_length_278894_cov_70.483668,hserlactone,3663,22904,13204,13828,0,4,2,0,5,0,Maize,Isolate,High-quality,99.37304075,0.78369906,95.4545,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G1016,CRBC_G1016_6_length_278987_cov_115.139884,hserlactone,3663,22904,13204,13828,0,4,2,0,5,0,Maize,Isolate,High-quality,99.37304075,0.940438871,94.6708,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G1116,CRBC_G1116_3_length_596682_cov_121.007507,hserlactone,483493,504111,493493,494111,0,4,3,0,2,0,Maize,Isolate,High-quality,100.0,0.434782609,97.8261,Proteobacteria,Alphaproteobacteria,Rhizobiales_A,Rhizobiaceae_A,Phyllobacterium,Phyllobacterium sp900471815,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.9,11.9,45,4
CRBC_G1600,CRBC_G1600_3_length_596546_cov_99.076757,hserlactone,92571,113189,102571,103189,0,4,3,0,2,0,Maize,Isolate,High-quality,100.0,0.434782609,97.8261,Proteobacteria,Alphaproteobacteria,Rhizobiales_A,Rhizobiaceae_A,Phyllobacterium,Phyllobacterium sp900471815,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.9,11.9,45,4
CRBC_G0906,CRBC_G0906_1_length_1088165_cov_69.964169,NRPS;T1PKS;hserlactone,1054028,1088165,1074028,1082083,0,0,5,0,6,0,Maize,Isolate,High-quality,99.26863572,1.751054852,90.5134,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labraceae,Labrys,Labrys sp001676615,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.7,11.7,58,6
CRBC_G1020,CRBC_G1020_1_length_1088165_cov_75.571749,NRPS;T1PKS;hserlactone,1054028,1088165,1074028,1082083,0,0,5,0,6,0,Maize,Isolate,High-quality,99.26863572,1.751054852,90.5134,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labraceae,Labrys,Labrys sp001676615,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.7,11.7,58,6
CRBC_G1088,CRBC_G1088_9_length_253595_cov_48.374912,T1PKS;NRPS;siderophore,84335,141622,104335,110656,0,2,3,0,8,3,Maize,Isolate,High-quality,99.89270386,0.0,99.8927,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces capitiformicae,Rhizoplane and endosphere,1,3.0,2.5,3.0,3.0,11.5,70,8
CRBC_G1093,CRBC_G1093_11_length_253595_cov_53.913990,T1PKS;NRPS;siderophore,84335,141622,104335,110656,0,2,3,0,8,3,Maize,Isolate,High-quality,99.89270386,0.0,99.8927,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces capitiformicae,Rhizoplane and endosphere,1,3.0,2.5,3.0,3.0,11.5,70,8
CRBC_G1073,CRBC_G1073_8_length_253595_cov_50.585359,T1PKS;NRPS;siderophore,84335,141622,104335,110656,0,2,3,0,8,3,Maize,Isolate,High-quality,99.89270386,0.0,99.8927,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces capitiformicae,Rhizoplane and endosphere,1,3.0,2.5,3.0,3.0,11.5,70,8
CRBC_G0850,CRBC_G0850_4_length_491436_cov_92.245106,NRPS;siderophore,295284,339268,315284,319268,0,6,1,0,9,0,Maize,Isolate,High-quality,99.05660377,1.603773585,91.0377,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,unknown,Rhizoplane and endosphere,1,3.0,2.5,3.0,3.0,11.5,70,8
CRBC_G1772,CRBC_G1772_2_length_718799_cov_189.562574,T1PKS;hserlactone;NRPS-like;NRPS,668595,718799,688595,696698,0,1,2,0,7,0,Maize,Isolate,High-quality,99.82758621,1.097178683,94.3417,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unknown,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.4000000000000004,11.4,82,12
CRBC_G1682,CRBC_G1682_1_length_956236_cov_159.370852,hserlactone;betalactone,754046,788353,764046,764667,0,0,2,0,9,0,Maize,Isolate,High-quality,97.72727273,1.212121212,91.6667,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.4,11.4,82,12
CRBC_G1539,CRBC_G1539_4_length_441277_cov_142.270909,NRPS;NRPS-like;T1PKS;hserlactone,0,50204,15749,22064,0,1,2,0,7,0,Maize,Isolate,High-quality,99.82758621,1.097178683,94.3417,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unknown,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.4000000000000004,11.4,82,12
CRBC_G1171,CRBC_G1171_1_length_956236_cov_127.072904,hserlactone;betalactone,754046,788353,764046,764667,0,0,2,0,9,0,Maize,Isolate,High-quality,97.72727273,1.212121212,91.6667,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.4,11.4,82,12
CRBC_G1314,CRBC_G1314_6_length_289140_cov_245.106340,hserlactone;lassopeptide,159391,183982,169391,169787,0,2,2,0,5,0,Maize,Isolate,High-quality,99.48805461,1.820250284,90.3868,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium barthaii_A,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.4,11.4,82,12
CRBC_G1684,CRBC_G1684_1_length_956236_cov_122.795352,betalactone;hserlactone,167883,202190,177883,186149,0,0,2,0,9,0,Maize,Isolate,High-quality,97.72727273,1.212121212,91.6667,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.4,11.4,82,12
CRBC_G1172,CRBC_G1172_1_length_956236_cov_123.497152,betalactone;hserlactone,167883,202190,177883,186149,0,0,2,0,9,0,Maize,Isolate,High-quality,97.72727273,1.212121212,91.6667,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.4,11.4,82,12
CRBC_G1028,CRBC_G1028_32_length_51323_cov_25.326425,hserlactone,22514,43105,32514,33105,0,3,1,0,4,0,Maize,Isolate,High-quality,99.43434343,0.303030303,97.9192,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus aeridis,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3000000000000003,11.3,100,19
CRBC_G1023,CRBC_G1023_24_length_47226_cov_83.540945,hserlactone,20545,41370,30545,31370,0,3,3,0,1,1,Maize,Isolate,High-quality,99.37694704,1.270700115,93.0234,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Variovorax,Variovorax sp901827175,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3000000000000003,11.3,100,19
CRBC_G1090,CRBC_G1090_6_length_149313_cov_144.155787,hserlactone,120504,141095,130504,131095,0,3,1,0,4,0,Maize,Isolate,High-quality,99.43434343,0.303030303,97.9192,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus aeridis,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3000000000000003,11.3,100,19
CRBC_G1086,CRBC_G1086_6_length_149313_cov_159.756386,hserlactone,120504,141095,130504,131095,0,3,1,0,4,0,Maize,Isolate,High-quality,99.43434343,0.303030303,97.9192,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus aeridis,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3000000000000003,11.3,100,19
CRBC_G1648,CRBC_G1648_21_length_47226_cov_72.085877,hserlactone,20545,41370,30545,31370,0,3,3,0,1,1,Maize,Isolate,High-quality,99.37694704,1.270700115,93.0234,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Variovorax,Variovorax sp901827175,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3000000000000003,11.3,100,19
CRBC_G1025,CRBC_G1025_34_length_47226_cov_57.489682,hserlactone,5856,26681,15856,16681,0,3,3,0,1,1,Maize,Isolate,High-quality,99.37694704,1.270700115,93.0234,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Variovorax,Variovorax sp901827175,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3000000000000003,11.3,100,19
CRBC_G0926,CRBC_G0926_6_length_149313_cov_179.084363,hserlactone,8218,28809,18218,18809,0,3,1,0,4,0,Maize,Isolate,High-quality,99.33333333,0.303030303,97.8182,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus aeridis,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3000000000000003,11.3,100,19
CRBC_G1089,CRBC_G1089_6_length_149313_cov_156.387876,hserlactone,8218,28809,18218,18809,0,3,1,0,4,0,Maize,Isolate,High-quality,99.43434343,0.303030303,97.9192,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus aeridis,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3000000000000003,11.3,100,19
CRBC_G1027,CRBC_G1027_6_length_149313_cov_153.095634,hserlactone,120504,141095,130504,131095,0,3,1,0,4,0,Maize,Isolate,High-quality,99.43434343,0.303030303,97.9192,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus aeridis,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3000000000000003,11.3,100,19
CRBC_G3094,CRBC_G3094_1_length_4294877_cov_53.114499,hserlactone,1868906,1889548,1878906,1879548,0,4,2,0,6,0,Rice,Isolate,High-quality,99.60443038,0.158227848,98.8133,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2204,CRBC_G2204_1_length_4075654_cov_54.123193,hserlactone,767827,788487,777827,778487,0,6,2,0,0,0,Rice,Isolate,High-quality,100.0,0.0,100.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp001556045,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2191,CRBC_G2191_9_length_198990_cov_128.596874,lassopeptide;hserlactone,111796,142866,121796,124171,0,5,4,0,1,1,Rice,Isolate,High-quality,99.59044369,0.682593857,96.1775,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium subterraneum,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2442,CRBC_G2442_17_length_29579_cov_113.310318,hserlactone,6758,27454,16758,17454,0,4,4,0,2,0,Rice,Isolate,High-quality,99.6124031,0.387596899,97.6744,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2010,CRBC_G2010_3_length_847436_cov_48.174836,hserlactone,152224,172884,162224,162884,0,6,2,0,0,0,Rice,Isolate,High-quality,99.85119048,0.074404762,99.4792,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp001556045,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2700,CRBC_G2700_9_length_231800_cov_128.435166,hserlactone,194665,215298,204665,205298,0,3,4,0,4,0,Rice,Isolate,High-quality,99.28977273,1.486742424,91.8561,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2790,CRBC_G2790_3_length_669499_cov_162.763822,hserlactone,16502,37135,26502,27135,0,3,4,0,4,0,Rice,Isolate,High-quality,99.28977273,1.486742424,91.8561,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2874,CRBC_G2874_9_length_231800_cov_102.949146,hserlactone,16502,37135,26502,27135,0,3,4,0,4,0,Rice,Isolate,High-quality,99.28977273,1.486742424,91.8561,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2207,CRBC_G2207_2_length_919749_cov_73.809310,hserlactone,408250,428892,418250,418892,0,4,2,0,7,0,Rice,Isolate,High-quality,99.6835443,0.0,99.6835,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2762,CRBC_G2762_19_length_231800_cov_25.873867,hserlactone,194665,215298,204665,205298,0,3,4,0,4,0,Rice,Isolate,High-quality,99.28977273,1.429924242,92.1402,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
